3	835127	835292	.	.	+
3	91435338	91435470	.	.	+
3	94788024	94788168	.	.	+
4	109027559	109027800	.	.	+
4	109027561	109027800	.	.	-
4	13818162	13818327	.	.	+
4	13852771	13853024	.	.	+
4	140280586	140280739	.	.	-
4	152575183	152575320	.	.	-
4	15295173	15295313	.	.	-
4	153014739	153014854	.	.	+
4	153858438	153858556	.	.	+
4	15479634	15479808	.	.	+
4	157728376	157728501	.	.	+
4	158285686	158285800	.	.	+
4	165914611	165914737	.	.	+
4	169133423	169133582	.	.	+
4	171767314	171767486	.	.	-
4	173236420	173236528	.	.	+
4	173332612	173332748	.	.	-
4	174154913	174155066	.	.	+
4	176326884	176327022	.	.	+
4	176331822	176332046	.	.	-
4	179535492	179535629	.	.	+
4	181111971	181112251	.	.	+
4	181112182	181112277	.	.	+
4	190397457	190397711	.	.	+
4	195151385	195151564	.	.	-
4	196030559	196030779	.	.	-
4	199329834	199330032	.	.	-
4	200045011	200045151	.	.	-
4	210653858	210654042	.	.	+
4	220897559	220897691	.	.	+
4	227090612	227090770	.	.	-
4	227090613	227090787	.	.	+
4	227747327	227747472	.	.	-
4	227747329	227747472	.	.	+
4	233617208	233617324	.	.	-
4	233618387	233618490	.	.	+
4	235761284	235761398	.	.	+
4	235905513	235905629	.	.	-
4	235905515	235905629	.	.	+
4	236485062	236485241	.	.	-
4	237151393	237151535	.	.	+
4	239713555	239713653	.	.	+
4	241638514	241638645	.	.	+
4	241903464	241903584	.	.	+
4	241903466	241903583	.	.	-
4	242220906	242221060	.	.	+
4	242220925	242221041	.	.	-
4	244520636	244520738	.	.	-
4	28394975	28395095	.	.	+
4	31733907	31734029	.	.	+
4	31734058	31734150	.	.	+
4	33123344	33123499	.	.	+
4	3862453	3862643	.	.	-
4	41808578	41808744	.	.	+
4	49299317	49299552	.	.	+
4	49300619	49300735	.	.	+
4	49565618	49565794	.	.	+
4	49625335	49625509	.	.	+
4	49665870	49665962	.	.	-
4	5507347	5507549	.	.	+
4	66566560	66566656	.	.	-
4	7548738	7548907	.	.	-
4	75532372	75532553	.	.	-
4	87069146	87069319	.	.	-
4	92593607	92593808	.	.	+
5	10259222	10259390	.	.	+
5	109384682	109384801	.	.	-
5	110665687	110665844	.	.	-
5	11317296	11317497	.	.	+
5	11380490	11380691	.	.	+
5	114037259	114037429	.	.	+
5	129936862	129936997	.	.	+
5	144804755	144804872	.	.	-
5	14513280	14513480	.	.	+
5	150363079	150363203	.	.	+
5	150372024	150372148	.	.	+
5	150426215	150426339	.	.	+
5	150574423	150574547	.	.	+
5	153614060	153614179	.	.	-
5	154826971	154827258	.	.	-
5	15586389	15586531	.	.	+
5	164370890	164371047	.	.	+
5	167739177	167739352	.	.	-
5	168617413	168617609	.	.	+
5	171268562	171268781	.	.	-
5	180157041	180157152	.	.	+
5	186614101	186614266	.	.	+
5	188174791	188174940	.	.	-
5	188595316	188595441	.	.	-
5	19148217	19148377	.	.	+
5	19239024	19239126	.	.	+
5	193736137	193736260	.	.	+
5	195602229	195602342	.	.	+
5	19599602	19599761	.	.	+
5	196070997	196071213	.	.	-
5	199240964	199241089	.	.	+
5	199240965	199241094	.	.	+
5	203353827	203354105	.	.	-
5	203353850	203354082	.	.	+
5	205308108	205308275	.	.	+
5	20785909	20786030	.	.	-
5	216483768	216483933	.	.	-
5	216484037	216484192	.	.	-
5	217336433	217336553	.	.	-
5	21888582	21888802	.	.	-
5	220211637	220211788	.	.	+
5	220222130	220222277	.	.	-
5	221083701	221083921	.	.	+
5	221721332	221721491	.	.	-
5	22201754	22201956	.	.	+
5	223360727	223360836	.	.	-
5	22412122	22412309	.	.	-
5	22443517	22443658	.	.	-
5	2846311	2846532	.	.	+
5	43033962	43034086	.	.	-
5	44296769	44296892	.	.	-
5	45133916	45134090	.	.	-
5	46507047	46507164	.	.	-
5	55058404	55058610	.	.	-
5	55275292	55275403	.	.	+
5	56791594	56791705	.	.	+
5	76534928	76535030	.	.	-
5	8289172	8289279	.	.	+
5	8428021	8428179	.	.	-
5	8428022	8428196	.	.	+
5	84610578	84610688	.	.	-
5	8896286	8896429	.	.	-
5	94725821	94725991	.	.	-
6	103648322	103648614	.	.	-
6	103722543	103722833	.	.	-
6	103793742	103794036	.	.	-
6	107114543	107114711	.	.	+
6	111451164	111451293	.	.	-
6	113757139	113757288	.	.	-
6	114315655	114315803	.	.	+
6	125853562	125853752	.	.	+
6	128049160	128049276	.	.	-
6	128049162	128049276	.	.	+
6	128640552	128640738	.	.	-
6	128640553	128640739	.	.	+
6	135561318	135561461	.	.	+
6	135561331	135561447	.	.	-
6	13592856	13592990	.	.	-
6	139582619	139582777	.	.	+
6	142646339	142646544	.	.	-
6	145096611	145096735	.	.	+
6	145727415	145727542	.	.	+
6	145789872	145789987	.	.	+
6	147218365	147218657	.	.	+
6	157477822	157478120	.	.	+
6	161646926	161647106	.	.	+
6	162373834	162373981	.	.	+
6	163860157	163860259	.	.	-
6	163865477	163865607	.	.	-
6	163867937	163868136	.	.	+
6	166875420	166875552	.	.	+
6	171893487	171893605	.	.	-
6	172029771	172029875	.	.	+
6	23516665	23516799	.	.	-
6	23516668	23516797	.	.	+
6	36081889	36082084	.	.	-
6	46131458	46131573	.	.	-
6	5354706	5354814	.	.	+
6	6798007	6798133	.	.	+
6	6798198	6798296	.	.	+
6	7404497	7404608	.	.	+
6	75143798	75143978	.	.	+
6	75143799	75143977	.	.	-
6	87381717	87381950	.	.	+
6	91184726	91184905	.	.	+
6	92810434	92810583	.	.	-
6	92898528	92898678	.	.	-
6	94036683	94036811	.	.	+
6	9551851	9551970	.	.	+
6	95985872	95986012	.	.	-
6	98967260	98967382	.	.	-
7	10115799	10115916	.	.	-
7	110371923	110372033	.	.	-
7	114375713	114375808	.	.	-
7	119411269	119411441	.	.	+
7	119799173	119799288	.	.	+
7	128589399	128589545	.	.	+
7	134663764	134663890	.	.	-
7	142286583	142286758	.	.	+
7	142353897	142354054	.	.	+
7	151216890	151217023	.	.	+
7	151540385	151540527	.	.	+
7	153554351	153554471	.	.	-
7	155895939	155896062	.	.	-
7	165932774	165932896	.	.	-
7	167303736	167303912	.	.	-
7	170347732	170347862	.	.	+
7	170347733	170347861	.	.	-
7	170572126	170572309	.	.	+
7	178154788	178155000	.	.	+
7	22702041	22702224	.	.	-
7	25824495	25824639	.	.	-
7	39887922	39888067	.	.	+
7	44057811	44057926	.	.	-
7	46284090	46284205	.	.	-
7	49123016	49123129	.	.	-
7	5206352	5206472	.	.	-
7	54276690	54276806	.	.	-
7	88681937	88682097	.	.	+
7	91877165	91877284	.	.	+
8	105396473	105396587	.	.	-
8	105980009	105980172	.	.	-
8	105986107	105986269	.	.	-
8	10753063	10753317	.	.	+
8	10908489	10908688	.	.	+
8	10912332	10912583	.	.	+
8	10920901	10921152	.	.	+
8	10920936	10921169	.	.	+
8	10947041	10947274	.	.	+
8	10950937	10951152	.	.	+
8	111488442	111488610	.	.	-
8	121434635	121434888	.	.	-
8	121773384	121773602	.	.	+
8	124264316	124264605	.	.	-
8	128419328	128419519	.	.	-
8	130375268	130375425	.	.	+
8	149457928	149458038	.	.	-
8	150576728	150576887	.	.	+
8	152709451	152709694	.	.	-
8	154460923	154461051	.	.	-
8	16008016	16008159	.	.	+
8	170414454	170414583	.	.	+
8	177143419	177143615	.	.	+
8	178635903	178636128	.	.	+
8	180491588	180491709	.	.	-
8	27608248	27608455	.	.	-
8	27675692	27675897	.	.	+
8	39583923	39584105	.	.	-
8	46527942	46528046	.	.	-
8	5012311	5012517	.	.	-
8	65784054	65784164	.	.	-
8	75383836	75383953	.	.	+
8	76224780	76224954	.	.	+
9	100082902	100083022	.	.	-
9	11017469	11017603	.	.	-
9	111791224	111791425	.	.	-
9	113476126	113476252	.	.	+
9	114410065	114410215	.	.	+
9	125402012	125402130	.	.	+
9	125449186	125449366	.	.	-
9	128212965	128213076	.	.	+
9	13021528	13021642	.	.	+
9	133097248	133097407	.	.	+
9	133878289	133878451	.	.	-
9	139046314	139046429	.	.	-
9	14219741	14219849	.	.	+
9	145888822	145888985	.	.	-
9	148863538	148863650	.	.	+
9	148902891	148903042	.	.	+
9	150352854	150353016	.	.	+
9	15122740	15122873	.	.	-
9	151577226	151577383	.	.	-
9	156336212	156336320	.	.	+
9	156643637	156643750	.	.	-
9	20036141	20036262	.	.	-
9	21724737	21724894	.	.	-
9	24309462	24309670	.	.	-
9	30810290	30810580	.	.	+
9	35218855	35218987	.	.	-
9	61105106	61105354	.	.	+
9	61598315	61598431	.	.	+
9	90025262	90025441	.	.	+
9	92754417	92754594	.	.	-
9	97601870	97601989	.	.	-
B73V4_ctg134	28962	29073	.	.	+
B73V4_ctg134	32617	32909	.	.	+
B73V4_ctg153	4182	4318	.	.	+
B73V4_ctg166	58051	58182	.	.	-
B73V4_ctg73	2440	2619	.	.	+
Pt	116882	116997	.	.	-
Pt	32846	32957	.	.	+
Pt	36502	36793	.	.	+
10	118740570	118740788	.	.	-
