Name	p-val	Chr	Start	End	Strand	Lib
Phas-127	1e-05	2	244111889	244112078	NONE	nd
Phas-128	1e-05	3	7523395	7523512	NONE	nd
Phas-129	1e-05	3	20824176	20824269	NONE	nd
Phas-130	1e-05	3	20856063	20856204	NONE	nd
Phas-131	1e-05	3	31923791	31924472	NONE	nd
Phas-132	1e-05	3	48088657	48089542	NONE	nd
Phas-133	1e-05	3	57811571	57811856	NONE	nd
Phas-134	1e-05	3	61064073	61064358	NONE	nd
Phas-135	1e-05	3	101197028	101197073	NONE	nd
Phas-136	1e-05	3	105953741	105953858	NONE	nd
Phas-137	1e-05	3	109307468	109307609	NONE	nd
Phas-138	1e-05	3	131841920	131842109	NONE	nd
Phas-139	1e-05	3	144566894	144568331	NONE	nd
Phas-140	1e-05	3	146007632	146007917	NONE	nd
Phas-141	1e-05	3	147530973	147531592	NONE	nd
Phas-142	1e-05	3	156530289	156530526	NONE	nd
Phas-143	1e-05	3	160113689	160113782	NONE	nd
Phas-144	1e-05	3	160481407	160481692	NONE	nd
Phas-145	1e-05	3	172732085	172732250	NONE	nd
Phas-146	1e-05	3	172734450	172734998	NONE	nd
Phas-147	1e-05	3	184609481	184609598	NONE	nd
Phas-148	1e-05	3	186332817	186333198	NONE	nd
Phas-149	1e-05	3	188610470	188610731	NONE	nd
Phas-150	1e-05	3	213582964	213584017	NONE	nd
Phas-151	1e-05	3	223297059	223297248	NONE	nd
Phas-152	1e-05	3	227376054	227376195	NONE	nd
Phas-153	1e-05	3	227495811	227496120	NONE	nd
Phas-154	1e-05	3	227507301	227507562	NONE	nd
Phas-155	1e-05	3	230885935	230886004	NONE	nd
Phas-156	1e-05	4	3386901	3388314	NONE	nd
Phas-157	1e-05	4	3389977	3391150	NONE	nd
Phas-158	1e-05	4	3390025	3390286	NONE	nd
Phas-159	1e-05	4	4343387	4343648	NONE	nd
Phas-160	1e-05	4	4485057	4485942	NONE	nd
Phas-161	1e-05	4	4525770	4526367	NONE	nd
Phas-162	1e-05	4	4531179	4531920	NONE	nd
Phas-163	1e-05	4	4629420	4630689	NONE	nd
Phas-164	1e-05	4	4631513	4632302	NONE	nd
Phas-165	1e-05	4	4709087	4710284	NONE	nd
Phas-166	1e-05	4	4834971	4835088	NONE	nd
Phas-167	1e-05	4	5484116	5484377	NONE	nd
Phas-168	1e-05	4	5486781	5486994	NONE	nd
Phas-169	1e-05	4	5493777	5494038	NONE	nd
Phas-170	1e-05	4	5496443	5496656	NONE	nd
Phas-171	1e-05	4	7548493	7549378	NONE	nd
Phas-172	1e-05	4	7614371	7615027	NONE	nd
Phas-173	1e-05	4	7620710	7621510	NONE	nd
Phas-174	1e-05	4	7627254	7628054	NONE	nd
Phas-175	1e-05	4	7633798	7634622	NONE	nd
Phas-176	1e-05	4	7644447	7645271	NONE	nd
Phas-177	1e-05	4	7651004	7651804	NONE	nd
Phas-178	1e-05	4	7688146	7689031	NONE	nd
Phas-179	1e-05	4	8117003	8117264	NONE	nd
Phas-180	1e-05	4	14576300	14577137	NONE	nd
Phas-181	1e-05	4	14578220	14578337	NONE	nd
Phas-182	1e-05	4	14664112	14665429	NONE	nd
Phas-183	1e-05	4	14676636	14678049	NONE	nd
Phas-184	1e-05	4	14764342	14764435	NONE	nd
Phas-185	1e-05	4	20195516	20195777	NONE	nd
Phas-186	1e-05	4	31734077	31734290	NONE	nd
Phas-187	1e-05	4	38495719	38496172	NONE	nd
Phas-188	1e-05	4	42137629	42137866	NONE	nd
Phas-189	1e-05	4	81953586	81953823	NONE	nd
Phas-190	1e-05	4	81954114	81954375	NONE	nd
Phas-191	1e-05	4	85151531	85151792	NONE	nd
Phas-192	1e-05	4	85187754	85188063	NONE	nd
Phas-193	1e-05	4	85190103	85190364	NONE	nd
Phas-194	1e-05	4	95185594	95185855	NONE	nd
Phas-195	1e-05	4	139063273	139064782	NONE	nd
Phas-196	1e-05	4	143547245	143548538	NONE	nd
Phas-197	1e-05	4	153617501	153618410	NONE	nd
Phas-198	1e-05	4	164400886	164401147	NONE	nd
Phas-199	1e-05	4	165940033	165940318	NONE	nd
Phas-200	1e-05	4	175260833	175261094	NONE	nd
Phas-201	1e-05	4	176842236	176842401	NONE	nd
Phas-202	1e-05	4	196375439	196375676	NONE	nd
Phas-203	1e-05	4	207466480	207467101	NONE	nd
Phas-204	1e-05	4	231067556	231067889	NONE	nd
Phas-205	1e-05	4	234263484	234265461	NONE	nd
Phas-206	1e-05	4	234265392	234265653	NONE	nd
Phas-207	1e-05	4	236656351	236656804	NONE	nd
Phas-208	1e-05	4	236692420	236693209	NONE	nd
Phas-209	1e-05	4	236739196	236740321	NONE	nd
Phas-210	1e-05	4	238116351	238116996	NONE	nd
Phas-211	1e-05	4	242295257	242295518	NONE	nd
Phas-212	1e-05	5	1179692	1179929	NONE	nd
Phas-213	1e-05	5	1215034	1215725	NONE	nd
Phas-214	1e-05	5	1216121	1216862	NONE	nd
Phas-215	1e-05	5	1217282	1217999	NONE	nd
Phas-216	1e-05	5	1218396	1219595	NONE	nd
Phas-217	1e-05	5	1219992	1220707	NONE	nd
Phas-218	1e-05	5	1938485	1938746	NONE	nd
Phas-219	1e-05	5	4100476	4100641	NONE	nd
Phas-220	1e-05	5	10768713	10768974	NONE	nd
Phas-221	1e-05	5	18759808	18760069	NONE	nd
Phas-222	1e-05	5	19845511	19845652	NONE	nd
Phas-223	1e-05	5	24409029	24409290	NONE	nd
Phas-224	1e-05	5	26685987	26686080	NONE	nd
Phas-225	1e-05	5	32989490	32989727	NONE	nd
Phas-226	1e-05	5	33239604	33239889	NONE	nd
Phas-227	1e-05	5	42443352	42443517	NONE	nd
Phas-228	1e-05	5	71831100	71831169	NONE	nd
Phas-229	1e-05	5	72191655	72192348	NONE	nd
Phas-230	1e-05	5	72205763	72206456	NONE	nd
Phas-231	1e-05	5	72581117	72582218	NONE	nd
Phas-232	1e-05	5	72584662	72585307	NONE	nd
Phas-233	1e-05	5	83597723	83598224	NONE	nd
Phas-234	1e-05	5	84932784	84933021	NONE	nd
Phas-235	1e-05	5	93352460	93352529	NONE	nd
Phas-236	1e-05	5	130261129	130261270	NONE	nd
Phas-237	1e-05	5	157747533	157747866	NONE	nd
Phas-238	1e-05	5	161452291	161452768	NONE	nd
Phas-239	1e-05	5	161590982	161592846	NONE	nd
Phas-240	1e-05	5	161775341	161777090	NONE	nd
Phas-241	1e-05	5	161777774	161777891	NONE	nd
Phas-242	1e-05	5	161953631	161955124	NONE	nd
Phas-243	1e-05	5	162041333	162041594	NONE	nd
Phas-244	1e-05	5	162041837	162042529	NONE	nd
Phas-245	1e-05	5	162043712	162044717	NONE	nd
Phas-246	1e-05	5	162148380	162150297	NONE	nd
Phas-247	1e-05	5	162148380	162149145	NONE	nd
Phas-248	1e-05	5	163449919	163450084	NONE	nd
Phas-249	1e-05	5	165397045	165397186	NONE	nd
Phas-250	1e-05	5	179409582	179409819	NONE	nd
Phas-251	1e-05	5	182439935	182440196	NONE	nd
Phas-252	1e-05	5	182440391	182440868	NONE	nd
Phas-253	1e-05	5	190050054	190050963	NONE	nd
Phas-254	1e-05	5	192511252	192511513	NONE	nd
Phas-255	1e-05	5	209129843	209130104	NONE	nd
Phas-256	1e-05	5	209154221	209154482	NONE	nd
Phas-257	1e-05	5	210541158	210541395	NONE	nd
Phas-258	1e-05	5	217208444	217209329	NONE	nd
Phas-259	1e-05	6	2241107	2241344	NONE	nd
Phas-260	1e-05	6	6446264	6446525	NONE	nd
Phas-261	1e-05	6	26862159	26862300	NONE	nd
Phas-262	1e-05	6	31980656	31982093	NONE	nd
Phas-263	1e-05	6	32485806	32485971	NONE	nd
Phas-264	1e-05	6	32494088	32494853	NONE	nd
Phas-265	1e-05	6	32513523	32514720	NONE	nd
Phas-266	1e-05	6	32624614	32625835	NONE	nd
Phas-267	1e-05	6	32786421	32787594	NONE	nd
Phas-268	1e-05	6	32900595	32901696	NONE	nd
Phas-269	1e-05	6	33411753	33412854	NONE	nd
Phas-270	1e-05	6	33783986	33785355	NONE	nd
Phas-271	1e-05	6	33785118	33785331	NONE	nd
Phas-272	1e-05	6	33787641	33788142	NONE	nd
Phas-273	1e-05	6	33902442	33903591	NONE	nd
Phas-274	1e-05	6	33914549	33915242	NONE	nd
Phas-275	1e-05	6	33915316	33915577	NONE	nd
Phas-276	1e-05	6	33921671	33921932	NONE	nd
Phas-277	1e-05	6	33922242	33922503	NONE	nd
Phas-278	1e-05	6	65713523	65714648	NONE	nd
Phas-279	1e-05	6	65954840	65955821	NONE	nd
Phas-280	1e-05	6	66093657	66094326	NONE	nd
Phas-281	1e-05	6	66672807	66673980	NONE	nd
Phas-282	1e-05	6	66710373	66711018	NONE	nd
Phas-283	1e-05	6	66714011	66714608	NONE	nd
Phas-284	1e-05	6	86959780	86959921	NONE	nd
Phas-285	1e-05	6	101076428	101076521	NONE	nd
Phas-286	1e-05	6	105173564	105173897	NONE	nd
Phas-287	1e-05	6	106159303	106159540	NONE	nd
Phas-288	1e-05	6	107628675	107628816	NONE	nd
Phas-289	1e-05	6	109468212	109468425	NONE	nd
Phas-290	1e-05	6	112668298	112668559	NONE	nd
Phas-291	1e-05	6	119096700	119096865	NONE	nd
Phas-292	1e-05	6	147644162	147644255	NONE	nd
Phas-293	1e-05	6	154167554	154167767	NONE	nd
Phas-294	1e-05	6	163541878	163542283	NONE	nd
Phas-295	1e-05	6	167400085	167400226	NONE	nd
Phas-296	1e-05	6	167400804	167400969	NONE	nd
Phas-297	1e-05	6	168638400	168638805	NONE	nd
Phas-298	1e-05	6	168639279	168639588	NONE	nd
Phas-299	1e-05	7	1671000	1671261	NONE	nd
Phas-300	1e-05	7	14093604	14093817	NONE	nd
Phas-301	1e-05	7	18695407	18696004	NONE	nd
Phas-302	1e-05	7	18697302	18698410	NONE	nd
Phas-303	1e-05	7	22126298	22126559	NONE	nd
Phas-304	1e-05	7	46256345	46256678	NONE	nd
Phas-305	1e-05	7	96852824	96853013	NONE	nd
Phas-306	1e-05	7	111482998	111483187	NONE	nd
Phas-307	1e-05	7	131046850	131047015	NONE	nd
Phas-308	1e-05	7	136901027	136901648	NONE	nd
Phas-309	1e-05	7	141040403	141040544	NONE	nd
Phas-310	1e-05	7	143198613	143198850	NONE	nd
Phas-311	1e-05	7	146380790	146380907	NONE	nd
Phas-312	1e-05	7	151058046	151058211	NONE	nd
Phas-313	1e-05	7	151058670	151058955	NONE	nd
Phas-314	1e-05	7	152283578	152283887	NONE	nd
Phas-315	1e-05	8	244658	244823	NONE	nd
Phas-316	1e-05	8	3870643	3871456	NONE	nd
Phas-317	1e-05	8	3888553	3889174	NONE	nd
Phas-318	1e-05	8	22469098	22469239	NONE	nd
Phas-319	1e-05	8	22486075	22486216	NONE	nd
Phas-320	1e-05	8	73307192	73308221	NONE	nd
Phas-321	1e-05	8	78866352	78867014	NONE	nd
Phas-322	1e-05	8	91773881	91773950	NONE	nd
Phas-323	1e-05	8	91945138	91945831	NONE	nd
Phas-324	1e-05	8	96229426	96229615	NONE	nd
Phas-325	1e-05	8	115602596	115602857	NONE	nd
Phas-326	1e-05	8	122982799	122983060	NONE	nd
Phas-327	1e-05	8	125879847	125880300	NONE	nd
Phas-328	1e-05	8	136576612	136577545	NONE	nd
Phas-329	1e-05	8	136707796	136708993	NONE	nd
Phas-330	1e-05	8	160219530	160219815	NONE	nd
Phas-331	1e-05	8	161620259	161621096	NONE	nd
Phas-332	1e-05	8	164055007	164055244	NONE	nd
Phas-333	1e-05	8	164187256	164187373	NONE	nd
Phas-334	1e-05	8	165741040	165741349	NONE	nd
Phas-335	1e-05	8	165874134	165874419	NONE	nd
Phas-336	1e-05	8	166101585	166101894	NONE	nd
Phas-337	1e-05	8	173814958	173815315	NONE	nd
Phas-338	1e-05	8	173816387	173816648	NONE	nd
Phas-339	1e-05	8	176249637	176250186	NONE	nd
Phas-340	1e-05	8	176254463	176254844	NONE	nd
Phas-341	1e-05	8	177178718	177179027	NONE	nd
Phas-342	1e-05	9	9718362	9718623	NONE	nd
Phas-343	1e-05	9	10117946	10118303	NONE	nd
Phas-344	1e-05	9	10118362	10118671	NONE	nd
Phas-345	1e-05	9	12173007	12173781	NONE	nd
Phas-346	1e-05	9	14416511	14416676	NONE	nd
Phas-347	1e-05	9	14416751	14417012	NONE	nd
Phas-348	1e-05	9	14417423	14417708	NONE	nd
Phas-349	1e-05	9	14417843	14418104	NONE	nd
Phas-350	1e-05	9	14428621	14428882	NONE	nd
Phas-351	1e-05	9	21553479	21553764	NONE	nd
Phas-352	1e-05	9	24311927	24312908	NONE	nd
Phas-353	1e-05	9	24404014	24405043	NONE	nd
Phas-354	1e-05	9	24406816	24407509	NONE	nd
Phas-355	1e-05	9	24926926	24927019	NONE	nd
Phas-356	1e-05	9	24935380	24936505	NONE	nd
Phas-357	1e-05	9	25996478	25997915	NONE	nd
Phas-358	1e-05	9	26408111	26408444	NONE	nd
Phas-359	1e-05	9	26435193	26435862	NONE	nd
Phas-360	1e-05	9	26522368	26522581	NONE	nd
Phas-361	1e-05	9	28909075	28909216	NONE	nd
Phas-362	1e-05	9	54396684	54396729	NONE	nd
Phas-363	1e-05	9	97803226	97803679	NONE	nd
Phas-364	1e-05	9	97804291	97804552	NONE	nd
Phas-365	1e-05	9	100359009	100360398	NONE	nd
Phas-366	1e-05	9	100417861	100418362	NONE	nd
Phas-367	1e-05	9	103944017	103944182	NONE	nd
Phas-368	1e-05	9	109348376	109348565	NONE	nd
Phas-369	1e-05	9	116297435	116297696	NONE	nd
Phas-370	1e-05	9	120515225	120515462	NONE	nd
Phas-371	1e-05	9	131494653	131494962	NONE	nd
Phas-372	1e-05	9	144536978	144537359	NONE	nd
Phas-373	1e-05	9	147411073	147411286	NONE	nd
Phas-374	1e-05	9	147504688	147504973	NONE	nd
Phas-375	1e-05	9	148434353	148434614	NONE	nd
Phas-376	1e-05	9	148619373	148619442	NONE	nd
Phas-377	1e-05	9	151076168	151076309	NONE	nd
Phas-378	1e-05	9	153099060	153099321	NONE	nd
Phas-379	1e-05	9	153304213	153305391	NONE	nd
Phas-380	1e-05	9	153305202	153305367	NONE	nd
Phas-381	1e-05	9	153402231	153402468	NONE	nd
Phas-382	1e-05	9	157963472	157963733	NONE	nd
Phas-383	1e-05	10	1367275	1368280	NONE	nd
Phas-384	1e-05	10	1373773	1374682	NONE	nd
Phas-385	1e-05	10	1785851	1786232	NONE	nd
Phas-386	1e-05	10	19587431	19587668	NONE	nd
Phas-387	1e-05	10	40142304	40142613	NONE	nd
Phas-388	1e-05	10	41039873	41040062	NONE	nd
Phas-389	1e-05	10	48837704	48838037	NONE	nd
Phas-390	1e-05	10	70573377	70574044	NONE	nd
Phas-391	1e-05	10	70863062	70863419	NONE	nd
Phas-392	1e-05	10	71846969	71847638	NONE	nd
Phas-393	1e-05	10	74308892	74309153	NONE	nd
Phas-394	1e-05	10	74428404	74429361	NONE	nd
Phas-395	1e-05	10	74515190	74516171	NONE	nd
Phas-396	1e-05	10	74775197	74775986	NONE	nd
Phas-397	1e-05	10	74786929	74787934	NONE	nd
Phas-398	1e-05	10	74790939	74791896	NONE	nd
Phas-399	1e-05	10	89688425	89688662	NONE	nd
Phas-400	1e-05	10	91165835	91166096	NONE	nd
Phas-401	1e-05	10	100538307	100538592	NONE	nd
Phas-402	1e-05	10	120814732	120814993	NONE	nd
Phas-403	1e-05	10	128385987	128386128	NONE	nd
Phas-404	1e-05	10	129239805	129239994	NONE	nd
Phas-405	1e-05	10	129702576	129702669	NONE	nd
Phas-406	1e-05	10	135306524	135306617	NONE	nd
Phas-407	1e-05	10	145499963	145500656	NONE	nd
Phas-408	1e-05	10	146398145	146398526	NONE	nd
Phas-409	1e-05	10	146399019	146399280	NONE	nd
Phas-410	1e-05	10	146582321	146583038	NONE	nd
Phas-411	1e-05	10	147521026	147521359	NONE	nd
Phas-412	1e-05	10	147546908	147547121	NONE	nd
