Name	p-val	Chr	Start	End	Strand	Lib
Phas-268	1e-05	4	3569304	3569490	NONE	nd
Phas-269	1e-05	4	3570957	3571530	NONE	nd
Phas-270	1e-05	4	3572774	3573464	NONE	nd
Phas-271	1e-05	4	3823060	3823519	NONE	nd
Phas-272	1e-05	4	3855797	3856340	NONE	nd
Phas-273	1e-05	4	3856956	3857457	NONE	nd
Phas-274	1e-05	4	3860252	3860480	NONE	nd
Phas-275	1e-05	4	3862124	3862751	NONE	nd
Phas-276	1e-05	4	3866269	3866750	NONE	nd
Phas-277	1e-05	4	3885475	3886313	NONE	nd
Phas-278	1e-05	4	3919573	3920095	NONE	nd
Phas-279	1e-05	4	3922766	3922889	NONE	nd
Phas-280	1e-05	4	4094015	4094537	NONE	nd
Phas-281	1e-05	4	4096925	4097363	NONE	nd
Phas-282	1e-05	4	4100878	4101358	NONE	nd
Phas-283	1e-05	4	4101670	4102192	NONE	nd
Phas-284	1e-05	4	5453383	5453884	NONE	nd
Phas-285	1e-05	4	5456184	5457444	NONE	nd
Phas-286	1e-05	4	5459974	5460381	NONE	nd
Phas-287	1e-05	4	5506577	5506826	NONE	nd
Phas-288	1e-05	4	5515096	5515408	NONE	nd
Phas-289	1e-05	4	5577073	5577679	NONE	nd
Phas-290	1e-05	4	5580508	5581051	NONE	nd
Phas-291	1e-05	4	5588113	5588803	NONE	nd
Phas-292	1e-05	4	5590758	5591406	NONE	nd
Phas-293	1e-05	4	5595753	5596212	NONE	nd
Phas-294	1e-05	4	5597649	5598150	NONE	nd
Phas-295	1e-05	4	5611277	5611946	NONE	nd
Phas-296	1e-05	4	5613908	5614262	NONE	nd
Phas-297	1e-05	4	5615222	5615702	NONE	nd
Phas-298	1e-05	4	5617744	5618203	NONE	nd
Phas-299	1e-05	4	5621141	5621747	NONE	nd
Phas-300	1e-05	4	5625024	5625525	NONE	nd
Phas-301	1e-05	4	5665754	5666330	NONE	nd
Phas-302	1e-05	4	5671243	5671555	NONE	nd
Phas-303	1e-05	4	5686854	5687292	NONE	nd
Phas-304	1e-05	4	5689958	5690606	NONE	nd
Phas-305	1e-05	4	5742172	5742904	NONE	nd
Phas-306	1e-05	4	5749508	5750914	NONE	nd
Phas-307	1e-05	4	7815838	7816577	NONE	nd
Phas-308	1e-05	4	7819776	7820277	NONE	nd
Phas-309	1e-05	4	7840356	7840794	NONE	nd
Phas-310	1e-05	4	7851897	7852293	NONE	nd
Phas-311	1e-05	4	7853976	7854588	NONE	nd
Phas-312	1e-05	4	7855842	7856662	NONE	nd
Phas-313	1e-05	4	7872584	7873085	NONE	nd
Phas-314	1e-05	4	7876932	7877517	NONE	nd
Phas-315	1e-05	4	7878529	7878988	NONE	nd
Phas-316	1e-05	4	7881058	7881517	NONE	nd
Phas-317	1e-05	4	7883106	7883502	NONE	nd
Phas-318	1e-05	4	7888645	7889167	NONE	nd
Phas-319	1e-05	4	7923603	7924542	NONE	nd
Phas-320	1e-05	4	7937005	7937800	NONE	nd
Phas-321	1e-05	4	7940629	7941025	NONE	nd
Phas-322	1e-05	4	7948047	7948296	NONE	nd
Phas-323	1e-05	4	7948628	7948919	NONE	nd
Phas-324	1e-05	4	7954094	7954553	NONE	nd
Phas-325	1e-05	4	7960711	7961233	NONE	nd
Phas-326	1e-05	4	7962030	7962531	NONE	nd
Phas-327	1e-05	4	7973653	7974091	NONE	nd
Phas-328	1e-05	4	7989083	7989941	NONE	nd
Phas-329	1e-05	4	16823810	16824038	NONE	nd
Phas-330	1e-05	4	16934245	16935187	NONE	nd
Phas-331	1e-05	4	16936999	16937353	NONE	nd
Phas-332	1e-05	4	21052079	21052223	NONE	nd
Phas-333	1e-05	4	24102082	24102205	NONE	nd
Phas-334	1e-05	4	76617033	76617660	NONE	nd
Phas-335	1e-05	4	76642911	76643265	NONE	nd
Phas-336	1e-05	4	139211563	139211749	NONE	nd
Phas-337	1e-05	4	143547347	143547575	NONE	nd
Phas-338	1e-05	4	177904179	177904533	NONE	nd
Phas-339	1e-05	4	187582008	187582215	NONE	nd
Phas-340	1e-05	4	239386777	239386942	NONE	nd
Phas-341	1e-05	4	239389746	239389995	NONE	nd
Phas-342	1e-05	4	239391344	239391551	NONE	nd
Phas-343	1e-05	5	2832656	2832842	NONE	nd
Phas-344	1e-05	5	5188325	5188973	NONE	nd
Phas-345	1e-05	5	5192903	5193416	NONE	nd
Phas-346	1e-05	5	5383165	5383561	NONE	nd
Phas-347	1e-05	5	5409013	5409346	NONE	nd
Phas-348	1e-05	5	5411596	5411992	NONE	nd
Phas-349	1e-05	5	10304787	10305120	NONE	nd
Phas-350	1e-05	5	13539634	13540198	NONE	nd
Phas-351	1e-05	5	13542890	13543433	NONE	nd
Phas-352	1e-05	5	24007761	24007968	NONE	nd
Phas-353	1e-05	5	42512355	42512730	NONE	nd
Phas-354	1e-05	5	42516553	42516991	NONE	nd
Phas-355	1e-05	5	72584977	72585184	NONE	nd
Phas-356	1e-05	5	161776856	161777063	NONE	nd
Phas-357	1e-05	5	171268350	171268578	NONE	nd
Phas-358	1e-05	5	188159314	188159542	NONE	nd
Phas-359	1e-05	5	188174841	188175069	NONE	nd
Phas-360	1e-05	6	32901171	32901357	NONE	nd
Phas-361	1e-05	6	65955587	65955794	NONE	nd
Phas-362	1e-05	6	69516770	69517208	NONE	nd
Phas-363	1e-05	6	69521519	69522125	NONE	nd
Phas-364	1e-05	6	69604335	69604773	NONE	nd
Phas-365	1e-05	6	69621799	69622195	NONE	nd
Phas-366	1e-05	6	69636907	69637429	NONE	nd
Phas-367	1e-05	6	69637909	69638242	NONE	nd
Phas-368	1e-05	6	93022223	93022619	NONE	nd
Phas-369	1e-05	6	93087445	93087904	NONE	nd
Phas-370	1e-05	6	93089388	93089889	NONE	nd
Phas-371	1e-05	6	109291815	109292043	NONE	nd
Phas-372	1e-05	6	134934161	134934347	NONE	nd
Phas-373	1e-05	6	153416485	153416965	NONE	nd
Phas-374	1e-05	6	161191767	161192373	NONE	nd
Phas-375	1e-05	6	161277337	161277712	NONE	nd
Phas-376	1e-05	6	161289726	161290038	NONE	nd
Phas-377	1e-05	6	161294579	161294954	NONE	nd
Phas-378	1e-05	6	161310750	161311188	NONE	nd
Phas-379	1e-05	6	161347478	161348021	NONE	nd
Phas-380	1e-05	6	161349098	161349893	NONE	nd
Phas-381	1e-05	6	161371995	161372370	NONE	nd
Phas-382	1e-05	6	161406119	161406347	NONE	nd
Phas-383	1e-05	6	161445618	161446371	NONE	nd
Phas-384	1e-05	6	161450989	161451553	NONE	nd
Phas-385	1e-05	6	170406278	170406737	NONE	nd
Phas-386	1e-05	6	171168497	171168725	NONE	nd
Phas-387	1e-05	7	5224338	5224482	NONE	nd
Phas-388	1e-05	7	5224926	5225154	NONE	nd
Phas-389	1e-05	7	8612516	8613101	NONE	nd
Phas-390	1e-05	7	8616863	8617343	NONE	nd
Phas-391	1e-05	7	8714713	8715256	NONE	nd
Phas-392	1e-05	7	8716684	8717269	NONE	nd
Phas-393	1e-05	7	8718155	8718635	NONE	nd
Phas-394	1e-05	7	10284063	10284585	NONE	nd
Phas-395	1e-05	7	10328164	10329022	NONE	nd
Phas-396	1e-05	7	10448879	10449569	NONE	nd
Phas-397	1e-05	7	10452813	10453188	NONE	nd
Phas-398	1e-05	7	10473366	10473804	NONE	nd
Phas-399	1e-05	7	14093445	14093757	NONE	nd
Phas-400	1e-05	7	18160941	18161169	NONE	nd
Phas-401	1e-05	7	18165448	18165760	NONE	nd
Phas-402	1e-05	7	18228792	18229251	NONE	nd
Phas-403	1e-05	7	18229986	18230529	NONE	nd
Phas-404	1e-05	7	18328992	18329556	NONE	nd
Phas-405	1e-05	7	18330827	18331664	NONE	nd
Phas-406	1e-05	7	18352835	18353483	NONE	nd
Phas-407	1e-05	7	18354349	18354766	NONE	nd
Phas-408	1e-05	7	18382077	18382536	NONE	nd
Phas-409	1e-05	7	18423090	18423549	NONE	nd
Phas-410	1e-05	7	18428822	18429554	NONE	nd
Phas-411	1e-05	7	18507907	18508387	NONE	nd
Phas-412	1e-05	7	18523034	18523766	NONE	nd
Phas-413	1e-05	7	18536259	18536529	NONE	nd
Phas-414	1e-05	7	18573797	18574088	NONE	nd
Phas-415	1e-05	7	18603352	18603937	NONE	nd
Phas-416	1e-05	7	18619971	18620724	NONE	nd
Phas-417	1e-05	7	21223013	21223556	NONE	nd
Phas-418	1e-05	7	21231006	21231402	NONE	nd
Phas-419	1e-05	7	21234847	21235474	NONE	nd
Phas-420	1e-05	7	21237190	21237922	NONE	nd
Phas-421	1e-05	7	21345521	21345854	NONE	nd
Phas-422	1e-05	7	21351261	21351825	NONE	nd
Phas-423	1e-05	7	21363627	21364275	NONE	nd
Phas-424	1e-05	7	21367317	21367524	NONE	nd
Phas-425	1e-05	7	21369275	21370028	NONE	nd
Phas-426	1e-05	7	21375445	21376114	NONE	nd
Phas-427	1e-05	7	21446414	21447217	NONE	nd
Phas-428	1e-05	7	21457833	21458292	NONE	nd
Phas-429	1e-05	7	21484275	21484713	NONE	nd
Phas-430	1e-05	7	21486245	21487040	NONE	nd
Phas-431	1e-05	7	21505647	21506316	NONE	nd
Phas-432	1e-05	7	21536548	21537196	NONE	nd
Phas-433	1e-05	7	21623586	21624024	NONE	nd
Phas-434	1e-05	7	21636177	21636825	NONE	nd
Phas-435	1e-05	7	21675709	21676147	NONE	nd
Phas-436	1e-05	7	21677963	21678476	NONE	nd
Phas-437	1e-05	7	21680051	21680447	NONE	nd
Phas-438	1e-05	7	21732865	21733660	NONE	nd
Phas-439	1e-05	7	21736201	21736450	NONE	nd
Phas-440	1e-05	7	21756260	21756614	NONE	nd
Phas-441	1e-05	7	21767871	21768351	NONE	nd
Phas-442	1e-05	7	21782499	21783021	NONE	nd
Phas-443	1e-05	7	21788647	21788875	NONE	nd
Phas-444	1e-05	7	21816137	21816743	NONE	nd
Phas-445	1e-05	7	21817995	21818769	NONE	nd
Phas-446	1e-05	7	21833542	21833833	NONE	nd
Phas-447	1e-05	7	22701719	22702073	NONE	nd
Phas-448	1e-05	7	22846891	22847203	NONE	nd
Phas-449	1e-05	7	28554816	28555254	NONE	nd
Phas-450	1e-05	7	28557443	28558218	NONE	nd
Phas-451	1e-05	7	28564020	28564584	NONE	nd
Phas-452	1e-05	7	28863726	28864605	NONE	nd
Phas-453	1e-05	7	28867323	28867509	NONE	nd
Phas-454	1e-05	7	57088981	57089230	NONE	nd
Phas-455	1e-05	7	90036366	90036825	NONE	nd
Phas-456	1e-05	7	101653570	101653777	NONE	nd
Phas-457	1e-05	7	121384706	121384871	NONE	nd
Phas-458	1e-05	7	150908905	150909133	NONE	nd
Phas-459	1e-05	7	151055453	151055891	NONE	nd
Phas-460	1e-05	7	177146307	177146997	NONE	nd
Phas-461	1e-05	7	177147988	177148996	NONE	nd
Phas-462	1e-05	7	177150287	177150788	NONE	nd
Phas-463	1e-05	7	177152321	177153200	NONE	nd
Phas-464	1e-05	7	177154792	177155272	NONE	nd
Phas-465	1e-05	7	177180189	177180753	NONE	nd
Phas-466	1e-05	7	177194028	177194571	NONE	nd
Phas-467	1e-05	7	177195436	177195958	NONE	nd
Phas-468	1e-05	7	177197985	177198486	NONE	nd
Phas-469	1e-05	7	177203602	177204091	NONE	nd
Phas-470	1e-05	7	178162880	178163192	NONE	nd
Phas-471	1e-05	8	8812920	8813106	NONE	nd
Phas-472	1e-05	8	57753255	57753378	NONE	nd
Phas-473	1e-05	8	57753694	57753838	NONE	nd
Phas-474	1e-05	8	78866705	78866891	NONE	nd
Phas-475	1e-05	8	84145590	84146091	NONE	nd
Phas-476	1e-05	8	85393655	85393841	NONE	nd
Phas-477	1e-05	8	85433991	85434429	NONE	nd
Phas-478	1e-05	8	85435813	85436314	NONE	nd
Phas-479	1e-05	8	134118045	134118462	NONE	nd
Phas-480	1e-05	8	164153936	164155109	NONE	nd
Phas-481	1e-05	8	164158106	164158649	NONE	nd
Phas-482	1e-05	9	10980339	10980798	NONE	nd
Phas-483	1e-05	9	10986198	10986657	NONE	nd
Phas-484	1e-05	9	10988117	10988849	NONE	nd
Phas-485	1e-05	9	10999513	11000077	NONE	nd
Phas-486	1e-05	9	11017404	11017779	NONE	nd
Phas-487	1e-05	9	22645393	22646419	NONE	nd
Phas-488	1e-05	9	22648181	22648976	NONE	nd
Phas-489	1e-05	9	22691532	22691991	NONE	nd
Phas-490	1e-05	9	22704092	22704551	NONE	nd
Phas-491	1e-05	9	22705563	22706127	NONE	nd
Phas-492	1e-05	9	22707387	22708014	NONE	nd
Phas-493	1e-05	9	22711849	22712602	NONE	nd
Phas-494	1e-05	9	22714052	22714643	NONE	nd
Phas-495	1e-05	9	22751670	22752486	NONE	nd
Phas-496	1e-05	9	22755271	22755793	NONE	nd
Phas-497	1e-05	9	22975729	22976555	NONE	nd
Phas-498	1e-05	9	23006562	23007048	NONE	nd
